Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,139210,-,-,-,19.42,-155.23,0,1154,-10,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Clearsky DHI,Clearsky DNI,Clearsky GHI,DHI,DNI,GHI,Solar Zenith Angle
2023,2,25,22,0,133,922,934,256,0,256,29.55
2023,2,25,22,10,133,923,941,237,0,237,28.95
2023,2,25,22,20,133,924,945,426,15,439,28.54
2023,2,25,22,30,133,925,947,148,0,148,28.35
2023,2,25,22,40,124,940,951,177,0,177,28.37
2023,2,25,22,50,124,939,948,452,48,495,28.61
2023,2,25,23,0,123,938,944,234,0,234,29.05
2023,2,25,23,10,123,937,937,451,68,510,29.69
2023,2,25,23,20,123,935,928,353,2,355,30.51
2023,2,25,23,30,122,932,917,329,2,330,31.51
2023,2,25,23,40,116,939,906,225,686,803,32.660000000000004
2023,2,25,23,50,115,935,890,98,0,98,33.96
2023,2,26,0,0,114,931,873,181,0,181,35.37
2023,2,26,0,10,113,926,854,379,13,389,36.9
2023,2,26,0,20,112,920,832,80,0,80,38.52
2023,2,26,0,30,111,916,811,111,916,811,40.230000000000004
2023,2,26,0,40,109,911,786,381,56,422,42.01
2023,2,26,0,50,108,903,759,279,2,280,43.86
2023,2,26,1,0,106,894,730,384,97,452,45.77
2023,2,26,1,10,105,884,700,260,2,262,47.72
2023,2,26,1,20,103,873,668,271,4,274,49.730000000000004
2023,2,26,1,30,101,861,634,101,861,634,51.77
2023,2,26,1,40,98,852,600,227,2,228,53.84
2023,2,26,1,50,95,837,564,93,0,93,55.95
2023,2,26,2,0,93,820,527,67,0,67,58.08
2023,2,26,2,10,90,802,488,118,0,118,60.24
2023,2,26,2,20,87,781,449,83,0,83,62.410000000000004
2023,2,26,2,30,84,757,409,76,0,76,64.61
2023,2,26,2,40,76,752,372,76,752,372,66.83
2023,2,26,2,50,73,722,331,12,0,12,69.06
2023,2,26,3,0,69,688,289,69,688,289,71.3
2023,2,26,3,10,65,647,248,9,0,9,73.55
2023,2,26,3,20,60,599,207,8,0,8,75.82000000000001
2023,2,26,3,30,54,542,166,6,0,6,78.09
2023,2,26,3,40,47,487,128,23,0,23,80.37
2023,2,26,3,50,39,402,91,16,0,16,82.65
2023,2,26,4,0,31,298,57,16,0,16,84.92
2023,2,26,4,10,21,170,29,14,0,14,87.16
2023,2,26,4,20,0,0,0,0,0,0,89.31
2023,2,26,4,30,0,0,0,0,0,0,92.03
2023,2,26,4,40,0,0,0,0,0,0,94.36
2023,2,26,4,50,0,0,0,0,0,0,96.7
2023,2,26,5,0,0,0,0,0,0,0,99.04
2023,2,26,5,10,0,0,0,0,0,0,101.38
2023,2,26,5,20,0,0,0,0,0,0,103.73
2023,2,26,5,30,0,0,0,0,0,0,106.08
2023,2,26,5,40,0,0,0,0,0,0,108.44
2023,2,26,5,50,0,0,0,0,0,0,110.79
2023,2,26,6,0,0,0,0,0,0,0,113.15
2023,2,26,6,10,0,0,0,0,0,0,115.5
2023,2,26,6,20,0,0,0,0,0,0,117.86
2023,2,26,6,30,0,0,0,0,0,0,120.22
2023,2,26,6,40,0,0,0,0,0,0,122.57000000000001
2023,2,26,6,50,0,0,0,0,0,0,124.93
2023,2,26,7,0,0,0,0,0,0,0,127.28
2023,2,26,7,10,0,0,0,0,0,0,129.63
2023,2,26,7,20,0,0,0,0,0,0,131.98
2023,2,26,7,30,0,0,0,0,0,0,134.32
2023,2,26,7,40,0,0,0,0,0,0,136.66
2023,2,26,7,50,0,0,0,0,0,0,138.99
2023,2,26,8,0,0,0,0,0,0,0,141.32
2023,2,26,8,10,0,0,0,0,0,0,143.63
2023,2,26,8,20,0,0,0,0,0,0,145.93
2023,2,26,8,30,0,0,0,0,0,0,148.21
2023,2,26,8,40,0,0,0,0,0,0,150.47
2023,2,26,8,50,0,0,0,0,0,0,152.71
2023,2,26,9,0,0,0,0,0,0,0,154.92000000000002
2023,2,26,9,10,0,0,0,0,0,0,157.08
2023,2,26,9,20,0,0,0,0,0,0,159.19
2023,2,26,9,30,0,0,0,0,0,0,161.23
2023,2,26,9,40,0,0,0,0,0,0,163.16
2023,2,26,9,50,0,0,0,0,0,0,164.95000000000002
2023,2,26,10,0,0,0,0,0,0,0,166.55
2023,2,26,10,10,0,0,0,0,0,0,167.86
2023,2,26,10,20,0,0,0,0,0,0,168.81
2023,2,26,10,30,0,0,0,0,0,0,169.28
2023,2,26,10,40,0,0,0,0,0,0,169.21
2023,2,26,10,50,0,0,0,0,0,0,168.62
2023,2,26,11,0,0,0,0,0,0,0,167.57
2023,2,26,11,10,0,0,0,0,0,0,166.18
2023,2,26,11,20,0,0,0,0,0,0,164.53
2023,2,26,11,30,0,0,0,0,0,0,162.70000000000002
2023,2,26,11,40,0,0,0,0,0,0,160.73
2023,2,26,11,50,0,0,0,0,0,0,158.68
2023,2,26,12,0,0,0,0,0,0,0,156.56
2023,2,26,12,10,0,0,0,0,0,0,154.38
2023,2,26,12,20,0,0,0,0,0,0,152.16
2023,2,26,12,30,0,0,0,0,0,0,149.92000000000002
2023,2,26,12,40,0,0,0,0,0,0,147.65
2023,2,26,12,50,0,0,0,0,0,0,145.36
2023,2,26,13,0,0,0,0,0,0,0,143.06
2023,2,26,13,10,0,0,0,0,0,0,140.74
2023,2,26,13,20,0,0,0,0,0,0,138.41
2023,2,26,13,30,0,0,0,0,0,0,136.08
2023,2,26,13,40,0,0,0,0,0,0,133.74
2023,2,26,13,50,0,0,0,0,0,0,131.39000000000001
2023,2,26,14,0,0,0,0,0,0,0,129.04
2023,2,26,14,10,0,0,0,0,0,0,126.69
2023,2,26,14,20,0,0,0,0,0,0,124.34
2023,2,26,14,30,0,0,0,0,0,0,121.98
2023,2,26,14,40,0,0,0,0,0,0,119.62
2023,2,26,14,50,0,0,0,0,0,0,117.26
2023,2,26,15,0,0,0,0,0,0,0,114.9
2023,2,26,15,10,0,0,0,0,0,0,112.55
2023,2,26,15,20,0,0,0,0,0,0,110.19
2023,2,26,15,30,0,0,0,0,0,0,107.83
2023,2,26,15,40,0,0,0,0,0,0,105.48
2023,2,26,15,50,0,0,0,0,0,0,103.13
2023,2,26,16,0,0,0,0,0,0,0,100.78
2023,2,26,16,10,0,0,0,0,0,0,98.43
2023,2,26,16,20,0,0,0,0,0,0,96.09
2023,2,26,16,30,0,0,0,0,0,0,93.75
2023,2,26,16,40,0,0,0,0,0,0,91.41
2023,2,26,16,50,13,88,15,13,88,15,88.76
2023,2,26,17,0,23,232,37,23,232,37,86.57000000000001
2023,2,26,17,10,32,356,67,23,0,23,84.31
2023,2,26,17,20,40,455,103,25,0,25,82.03
2023,2,26,17,30,46,534,142,25,0,25,79.75
2023,2,26,17,40,50,615,183,50,615,183,77.47
2023,2,26,17,50,55,667,225,89,2,89,75.2
2023,2,26,18,0,58,710,267,58,710,267,72.93
2023,2,26,18,10,62,747,309,62,747,309,70.67
2023,2,26,18,20,65,778,351,65,778,351,68.43
2023,2,26,18,30,68,805,393,68,805,393,66.19
2023,2,26,18,40,71,830,435,71,830,435,63.980000000000004
2023,2,26,18,50,73,851,475,248,271,376,61.78
2023,2,26,19,0,75,869,515,292,146,366,59.6
2023,2,26,19,10,77,885,554,270,40,291,57.44
2023,2,26,19,20,79,900,591,286,31,304,55.300000000000004
2023,2,26,19,30,81,912,628,322,65,361,53.2
2023,2,26,19,40,85,917,661,176,0,176,51.120000000000005
2023,2,26,19,50,87,928,695,206,1,206,49.08
2023,2,26,20,0,88,937,727,183,0,183,47.08
2023,2,26,20,10,90,946,757,220,1,220,45.12
2023,2,26,20,20,91,953,786,412,123,502,43.22
2023,2,26,20,30,92,960,813,92,960,813,41.37
2023,2,26,20,40,91,971,839,358,8,364,39.59
2023,2,26,20,50,91,977,862,379,11,387,37.89
2023,2,26,21,0,92,978,881,246,0,246,36.28
2023,2,26,21,10,93,982,900,138,0,138,34.76
2023,2,26,21,20,93,986,917,349,3,351,33.36
2023,2,26,21,30,94,989,932,442,63,495,32.08
2023,2,26,21,40,96,990,944,447,62,500,30.95
2023,2,26,21,50,96,992,955,303,1,304,29.97
2023,2,26,22,0,96,993,964,454,60,507,29.18
2023,2,26,22,10,97,995,970,454,46,494,28.57
2023,2,26,22,20,97,996,975,227,0,227,28.17
2023,2,26,22,30,97,996,977,451,31,478,27.98
2023,2,26,22,40,99,993,976,262,0,262,28
2023,2,26,22,50,99,992,973,435,16,450,28.240000000000002
2023,2,26,23,0,99,991,969,485,313,759,28.69
2023,2,26,23,10,99,990,962,221,0,221,29.34
2023,2,26,23,20,98,988,952,460,136,577,30.18
2023,2,26,23,30,98,986,941,98,986,941,31.19
2023,2,26,23,40,99,981,927,453,94,533,32.36
2023,2,26,23,50,98,977,912,98,977,912,33.67
2023,2,27,0,0,97,974,894,427,370,729,35.1
2023,2,27,0,10,96,966,872,96,966,872,36.64
2023,2,27,0,20,95,961,850,375,14,385,38.27
2023,2,27,0,30,95,956,827,442,184,583,40
2023,2,27,0,40,94,948,801,189,0,190,41.79
2023,2,27,0,50,93,941,774,276,2,277,43.65
2023,2,27,1,0,92,933,745,218,1,218,45.57
2023,2,27,1,10,91,924,715,132,0,132,47.53
2023,2,27,1,20,89,914,682,310,22,325,49.550000000000004
2023,2,27,1,30,87,903,649,134,0,134,51.59
2023,2,27,1,40,86,891,613,87,0,87,53.68
2023,2,27,1,50,84,877,577,185,1,186,55.79
2023,2,27,2,0,82,862,539,140,0,140,57.93
2023,2,27,2,10,79,845,501,90,0,90,60.09
2023,2,27,2,20,77,825,461,77,825,461,62.28
2023,2,27,2,30,74,803,420,74,803,420,64.48
2023,2,27,2,40,71,780,379,71,780,379,66.7
2023,2,27,2,50,68,751,338,68,751,338,68.94
2023,2,27,3,0,64,717,296,64,717,296,71.19
2023,2,27,3,10,60,679,254,60,679,254,73.45
2023,2,27,3,20,56,633,212,8,0,8,75.71000000000001
2023,2,27,3,30,51,577,171,55,0,55,77.99
2023,2,27,3,40,46,505,131,6,0,6,80.27
2023,2,27,3,50,39,421,94,39,421,94,82.55
2023,2,27,4,0,31,317,59,31,317,59,84.83
2023,2,27,4,10,21,188,31,13,0,13,87.07000000000001
2023,2,27,4,20,0,0,0,0,0,0,89.23
2023,2,27,4,30,0,0,0,0,0,0,91.94
2023,2,27,4,40,0,0,0,0,0,0,94.28
2023,2,27,4,50,0,0,0,0,0,0,96.62
2023,2,27,5,0,0,0,0,0,0,0,98.96000000000001
2023,2,27,5,10,0,0,0,0,0,0,101.31
2023,2,27,5,20,0,0,0,0,0,0,103.66
2023,2,27,5,30,0,0,0,0,0,0,106.01
2023,2,27,5,40,0,0,0,0,0,0,108.36
2023,2,27,5,50,0,0,0,0,0,0,110.72
2023,2,27,6,0,0,0,0,0,0,0,113.07000000000001
2023,2,27,6,10,0,0,0,0,0,0,115.43
2023,2,27,6,20,0,0,0,0,0,0,117.79
2023,2,27,6,30,0,0,0,0,0,0,120.14
2023,2,27,6,40,0,0,0,0,0,0,122.5
2023,2,27,6,50,0,0,0,0,0,0,124.85000000000001
2023,2,27,7,0,0,0,0,0,0,0,127.21000000000001
2023,2,27,7,10,0,0,0,0,0,0,129.56
2023,2,27,7,20,0,0,0,0,0,0,131.9
2023,2,27,7,30,0,0,0,0,0,0,134.24
2023,2,27,7,40,0,0,0,0,0,0,136.58
2023,2,27,7,50,0,0,0,0,0,0,138.9
2023,2,27,8,0,0,0,0,0,0,0,141.22
2023,2,27,8,10,0,0,0,0,0,0,143.53
2023,2,27,8,20,0,0,0,0,0,0,145.82
2023,2,27,8,30,0,0,0,0,0,0,148.1
2023,2,27,8,40,0,0,0,0,0,0,150.36
2023,2,27,8,50,0,0,0,0,0,0,152.59
2023,2,27,9,0,0,0,0,0,0,0,154.78
2023,2,27,9,10,0,0,0,0,0,0,156.93
2023,2,27,9,20,0,0,0,0,0,0,159.02
2023,2,27,9,30,0,0,0,0,0,0,161.04
2023,2,27,9,40,0,0,0,0,0,0,162.94
2023,2,27,9,50,0,0,0,0,0,0,164.71
2023,2,27,10,0,0,0,0,0,0,0,166.27
2023,2,27,10,10,0,0,0,0,0,0,167.55
2023,2,27,10,20,0,0,0,0,0,0,168.46
2023,2,27,10,30,0,0,0,0,0,0,168.91
2023,2,27,10,40,0,0,0,0,0,0,168.83
2023,2,27,10,50,0,0,0,0,0,0,168.25
2023,2,27,11,0,0,0,0,0,0,0,167.22
2023,2,27,11,10,0,0,0,0,0,0,165.86
2023,2,27,11,20,0,0,0,0,0,0,164.23
2023,2,27,11,30,0,0,0,0,0,0,162.42000000000002
2023,2,27,11,40,0,0,0,0,0,0,160.48
2023,2,27,11,50,0,0,0,0,0,0,158.44
2023,2,27,12,0,0,0,0,0,0,0,156.33
2023,2,27,12,10,0,0,0,0,0,0,154.17000000000002
2023,2,27,12,20,0,0,0,0,0,0,151.96
2023,2,27,12,30,0,0,0,0,0,0,149.72
2023,2,27,12,40,0,0,0,0,0,0,147.46
2023,2,27,12,50,0,0,0,0,0,0,145.18
2023,2,27,13,0,0,0,0,0,0,0,142.88
2023,2,27,13,10,0,0,0,0,0,0,140.57
2023,2,27,13,20,0,0,0,0,0,0,138.25
2023,2,27,13,30,0,0,0,0,0,0,135.92000000000002
2023,2,27,13,40,0,0,0,0,0,0,133.58
2023,2,27,13,50,0,0,0,0,0,0,131.24
2023,2,27,14,0,0,0,0,0,0,0,128.89000000000001
2023,2,27,14,10,0,0,0,0,0,0,126.54
2023,2,27,14,20,0,0,0,0,0,0,124.18
2023,2,27,14,30,0,0,0,0,0,0,121.83
2023,2,27,14,40,0,0,0,0,0,0,119.47
2023,2,27,14,50,0,0,0,0,0,0,117.11
2023,2,27,15,0,0,0,0,0,0,0,114.75
2023,2,27,15,10,0,0,0,0,0,0,112.39
2023,2,27,15,20,0,0,0,0,0,0,110.03
2023,2,27,15,30,0,0,0,0,0,0,107.68
2023,2,27,15,40,0,0,0,0,0,0,105.32000000000001
2023,2,27,15,50,0,0,0,0,0,0,102.97
2023,2,27,16,0,0,0,0,0,0,0,100.62
2023,2,27,16,10,0,0,0,0,0,0,98.27
2023,2,27,16,20,0,0,0,0,0,0,95.93
2023,2,27,16,30,0,0,0,0,0,0,93.58
2023,2,27,16,40,0,0,0,0,0,0,91.25
2023,2,27,16,50,14,70,15,14,70,15,88.60000000000001
2023,2,27,17,0,25,203,38,25,203,38,86.4
2023,2,27,17,10,35,324,68,35,0,35,84.14
2023,2,27,17,20,43,423,103,12,0,12,81.86
2023,2,27,17,30,50,503,141,50,503,141,79.57000000000001
2023,2,27,17,40,55,577,182,55,577,182,77.29
2023,2,27,17,50,60,630,223,139,25,145,75.01
2023,2,27,18,0,65,675,265,56,0,56,72.74
2023,2,27,18,10,69,713,307,62,0,62,70.48
2023,2,27,18,20,72,746,349,35,0,35,68.23
2023,2,27,18,30,75,774,390,16,0,16,65.99
2023,2,27,18,40,76,805,432,232,33,247,63.77
2023,2,27,18,50,79,827,473,79,827,473,61.57
2023,2,27,19,0,82,846,512,96,0,96,59.38
2023,2,27,19,10,84,863,551,205,2,206,57.22
2023,2,27,19,20,86,877,588,86,877,588,55.08
2023,2,27,19,30,88,891,624,257,5,261,52.96
2023,2,27,19,40,90,903,659,109,0,109,50.88
2023,2,27,19,50,91,914,693,327,39,352,48.83
2023,2,27,20,0,93,923,724,241,1,242,46.82
2023,2,27,20,10,94,932,755,94,932,755,44.86
2023,2,27,20,20,95,940,783,417,134,515,42.94
2023,2,27,20,30,97,947,810,97,947,810,41.09
2023,2,27,20,40,107,935,831,392,37,420,39.300000000000004
2023,2,27,20,50,109,941,854,109,941,854,37.59
2023,2,27,21,0,109,943,873,109,943,873,35.96
2023,2,27,21,10,110,948,892,110,948,892,34.43
2023,2,27,21,20,111,952,909,111,952,909,33.02
2023,2,27,21,30,112,955,924,112,955,924,31.73
2023,2,27,21,40,111,960,938,111,960,938,30.59
2023,2,27,21,50,111,963,948,111,963,948,29.61
2023,2,27,22,0,112,965,957,112,965,957,28.8
2023,2,27,22,10,112,966,963,112,966,963,28.19
2023,2,27,22,20,112,967,967,112,967,967,27.79
2023,2,27,22,30,112,967,969,494,164,640,27.6
2023,2,27,22,40,113,966,969,456,396,807,27.63
2023,2,27,22,50,112,963,964,490,300,756,27.88
2023,2,27,23,0,112,962,959,270,1,271,28.34
2023,2,27,23,10,112,961,952,112,961,952,29
2023,2,27,23,20,112,959,943,498,199,670,29.85
2023,2,27,23,30,111,956,932,294,1,295,30.88
2023,2,27,23,40,111,952,918,395,8,402,32.06
2023,2,27,23,50,111,948,903,435,68,492,33.38
2023,2,28,0,0,110,942,883,470,224,653,34.82
2023,2,28,0,10,109,937,863,123,0,123,36.38
2023,2,28,0,20,108,932,842,192,0,192,38.03
2023,2,28,0,30,107,926,818,407,74,464,39.76
2023,2,28,0,40,104,921,793,192,0,192,41.57
2023,2,28,0,50,103,913,766,324,7,329,43.44
2023,2,28,1,0,102,905,737,35,0,35,45.37
2023,2,28,1,10,100,895,707,326,23,341,47.35
2023,2,28,1,20,98,885,675,98,885,675,49.370000000000005
2023,2,28,1,30,96,871,639,96,871,639,51.43
2023,2,28,1,40,92,864,605,92,864,605,53.52
2023,2,28,1,50,90,849,569,258,17,267,55.64
2023,2,28,2,0,88,834,532,88,834,532,57.78
2023,2,28,2,10,85,816,493,49,0,49,59.96
2023,2,28,2,20,83,795,454,19,0,19,62.15
2023,2,28,2,30,80,772,414,60,0,60,64.36
2023,2,28,2,40,77,744,373,15,0,15,66.58
2023,2,28,2,50,74,714,332,67,0,67,68.82000000000001
2023,2,28,3,0,70,679,290,41,0,41,71.07000000000001
2023,2,28,3,10,66,639,249,128,7,130,73.34
2023,2,28,3,20,61,591,208,129,17,133,75.61
2023,2,28,3,30,55,535,167,55,535,167,77.89
2023,2,28,3,40,49,469,129,32,0,32,80.17
2023,2,28,3,50,41,385,92,37,0,37,82.46000000000001
2023,2,28,4,0,32,282,58,27,0,27,84.74
2023,2,28,4,10,22,158,30,13,0,13,86.99
2023,2,28,4,20,0,0,0,0,0,0,89.15
2023,2,28,4,30,0,0,0,0,0,0,91.86
2023,2,28,4,40,0,0,0,0,0,0,94.2
2023,2,28,4,50,0,0,0,0,0,0,96.54
2023,2,28,5,0,0,0,0,0,0,0,98.88
2023,2,28,5,10,0,0,0,0,0,0,101.23
2023,2,28,5,20,0,0,0,0,0,0,103.58
2023,2,28,5,30,0,0,0,0,0,0,105.93
2023,2,28,5,40,0,0,0,0,0,0,108.29
2023,2,28,5,50,0,0,0,0,0,0,110.64
2023,2,28,6,0,0,0,0,0,0,0,113
2023,2,28,6,10,0,0,0,0,0,0,115.36
2023,2,28,6,20,0,0,0,0,0,0,117.71000000000001
2023,2,28,6,30,0,0,0,0,0,0,120.07000000000001
2023,2,28,6,40,0,0,0,0,0,0,122.43
2023,2,28,6,50,0,0,0,0,0,0,124.78
2023,2,28,7,0,0,0,0,0,0,0,127.13000000000001
2023,2,28,7,10,0,0,0,0,0,0,129.48
2023,2,28,7,20,0,0,0,0,0,0,131.82
2023,2,28,7,30,0,0,0,0,0,0,134.16
2023,2,28,7,40,0,0,0,0,0,0,136.49
2023,2,28,7,50,0,0,0,0,0,0,138.82
2023,2,28,8,0,0,0,0,0,0,0,141.13
2023,2,28,8,10,0,0,0,0,0,0,143.43
2023,2,28,8,20,0,0,0,0,0,0,145.72
2023,2,28,8,30,0,0,0,0,0,0,147.99
2023,2,28,8,40,0,0,0,0,0,0,150.24
2023,2,28,8,50,0,0,0,0,0,0,152.46
2023,2,28,9,0,0,0,0,0,0,0,154.64000000000001
2023,2,28,9,10,0,0,0,0,0,0,156.77
2023,2,28,9,20,0,0,0,0,0,0,158.85
2023,2,28,9,30,0,0,0,0,0,0,160.84
2023,2,28,9,40,0,0,0,0,0,0,162.72
2023,2,28,9,50,0,0,0,0,0,0,164.46
2023,2,28,10,0,0,0,0,0,0,0,165.98
2023,2,28,10,10,0,0,0,0,0,0,167.23
2023,2,28,10,20,0,0,0,0,0,0,168.11
2023,2,28,10,30,0,0,0,0,0,0,168.53
2023,2,28,10,40,0,0,0,0,0,0,168.45000000000002
2023,2,28,10,50,0,0,0,0,0,0,167.88
2023,2,28,11,0,0,0,0,0,0,0,166.87
2023,2,28,11,10,0,0,0,0,0,0,165.53
2023,2,28,11,20,0,0,0,0,0,0,163.93
2023,2,28,11,30,0,0,0,0,0,0,162.14000000000001
2023,2,28,11,40,0,0,0,0,0,0,160.22
2023,2,28,11,50,0,0,0,0,0,0,158.20000000000002
2023,2,28,12,0,0,0,0,0,0,0,156.1
2023,2,28,12,10,0,0,0,0,0,0,153.95000000000002
2023,2,28,12,20,0,0,0,0,0,0,151.75
2023,2,28,12,30,0,0,0,0,0,0,149.53
2023,2,28,12,40,0,0,0,0,0,0,147.27
2023,2,28,12,50,0,0,0,0,0,0,144.99
2023,2,28,13,0,0,0,0,0,0,0,142.70000000000002
2023,2,28,13,10,0,0,0,0,0,0,140.39000000000001
2023,2,28,13,20,0,0,0,0,0,0,138.08
2023,2,28,13,30,0,0,0,0,0,0,135.75
2023,2,28,13,40,0,0,0,0,0,0,133.41
2023,2,28,13,50,0,0,0,0,0,0,131.07
2023,2,28,14,0,0,0,0,0,0,0,128.73
2023,2,28,14,10,0,0,0,0,0,0,126.38000000000001
2023,2,28,14,20,0,0,0,0,0,0,124.02
2023,2,28,14,30,0,0,0,0,0,0,121.67
2023,2,28,14,40,0,0,0,0,0,0,119.31
2023,2,28,14,50,0,0,0,0,0,0,116.95
2023,2,28,15,0,0,0,0,0,0,0,114.59
2023,2,28,15,10,0,0,0,0,0,0,112.23
2023,2,28,15,20,0,0,0,0,0,0,109.88
2023,2,28,15,30,0,0,0,0,0,0,107.52
2023,2,28,15,40,0,0,0,0,0,0,105.16
2023,2,28,15,50,0,0,0,0,0,0,102.81
2023,2,28,16,0,0,0,0,0,0,0,100.46000000000001
2023,2,28,16,10,0,0,0,0,0,0,98.11
2023,2,28,16,20,0,0,0,0,0,0,95.76
2023,2,28,16,30,0,0,0,0,0,0,93.42
2023,2,28,16,40,0,0,0,0,0,0,91.08
2023,2,28,16,50,14,29,15,5,0,5,88.45
2023,2,28,17,0,28,124,36,16,0,16,86.24
2023,2,28,17,10,41,231,65,34,1,34,83.97
2023,2,28,17,20,52,326,99,59,1,59,81.68
2023,2,28,17,30,61,407,136,97,14,99,79.39
2023,2,28,17,40,70,459,173,120,92,140,77.11
2023,2,28,17,50,77,517,213,87,6,89,74.82000000000001
2023,2,28,18,0,84,566,253,143,241,215,72.55
2023,2,28,18,10,89,608,294,175,71,200,70.29
2023,2,28,18,20,94,644,335,155,24,164,68.03
2023,2,28,18,30,98,676,376,235,62,260,65.79
2023,2,28,18,40,107,690,414,200,46,221,63.56
2023,2,28,18,50,111,713,452,225,151,297,61.35
2023,2,28,19,0,114,736,491,213,29,228,59.160000000000004
2023,2,28,19,10,117,756,529,297,51,324,56.99
2023,2,28,19,20,120,774,566,189,1,190,54.84
2023,2,28,19,30,123,790,602,278,291,454,52.72
2023,2,28,19,40,128,800,635,312,29,330,50.63
2023,2,28,19,50,130,813,668,349,216,492,48.58
2023,2,28,20,0,132,825,699,200,3,202,46.56
2023,2,28,20,10,134,836,729,254,9,260,44.59
2023,2,28,20,20,136,845,758,337,253,523,42.660000000000004
2023,2,28,20,30,138,854,784,238,5,241,40.800000000000004
2023,2,28,20,40,118,901,818,319,19,334,39
2023,2,28,20,50,119,907,841,379,159,505,37.28
2023,2,28,21,0,120,913,862,387,116,481,35.64
2023,2,28,21,10,121,918,881,391,189,547,34.1
2023,2,28,21,20,122,922,898,312,496,729,32.68
2023,2,28,21,30,123,926,913,485,249,697,31.38
2023,2,28,21,40,130,918,923,389,246,602,30.23
2023,2,28,21,50,130,920,933,169,1,170,29.240000000000002
2023,2,28,22,0,131,922,942,287,4,291,28.43
2023,2,28,22,10,131,924,948,305,5,310,27.82
2023,2,28,22,20,131,925,952,418,35,449,27.41
2023,2,28,22,30,131,925,954,73,0,73,27.22
2023,2,28,22,40,138,914,951,141,0,141,27.25
2023,2,28,22,50,138,914,948,352,10,361,27.51
2023,2,28,23,0,138,912,944,366,384,706,27.98
2023,2,28,23,10,137,911,937,338,2,339,28.650000000000002
2023,2,28,23,20,137,908,927,437,126,547,29.52
2023,2,28,23,30,136,906,916,42,0,42,30.560000000000002
2023,2,28,23,40,141,893,901,168,1,168,31.75
2023,2,28,23,50,140,889,885,353,25,374,33.09
2023,3,1,0,0,149,868,864,81,0,81,34.550000000000004
2023,3,1,0,10,148,863,844,154,1,155,36.12
2023,3,1,0,20,146,856,823,65,0,65,37.79
2023,3,1,0,30,145,849,799,374,62,422,39.53
2023,3,1,0,40,147,834,773,339,46,373,41.35
2023,3,1,0,50,145,825,745,119,0,119,43.24
2023,3,1,1,0,143,814,717,221,5,225,45.18
2023,3,1,1,10,140,801,685,110,0,111,47.160000000000004
2023,3,1,1,20,138,788,653,284,23,299,49.19
2023,3,1,1,30,135,774,620,284,41,309,51.26
2023,3,1,1,40,134,754,584,267,41,291,53.36
2023,3,1,1,50,131,737,548,163,5,166,55.49
2023,3,1,2,0,127,718,511,104,2,105,57.64
2023,3,1,2,10,124,696,473,19,0,19,59.82
2023,3,1,2,20,119,672,435,23,0,23,62.02
2023,3,1,2,30,115,644,395,54,0,54,64.23
2023,3,1,2,40,109,619,356,118,4,120,66.46000000000001
2023,3,1,2,50,103,584,315,69,1,69,68.71000000000001
2023,3,1,3,0,97,544,275,156,64,177,70.96000000000001
2023,3,1,3,10,91,498,234,58,1,58,73.23
2023,3,1,3,20,83,445,195,32,0,32,75.51
2023,3,1,3,30,75,384,156,85,11,88,77.79
2023,3,1,3,40,62,340,120,3,0,3,80.08
2023,3,1,3,50,51,256,85,11,0,11,82.37
2023,3,1,4,0,39,162,54,18,0,18,84.65
2023,3,1,4,10,24,66,27,15,0,15,86.91
2023,3,1,4,20,0,0,0,0,0,0,89.08
2023,3,1,4,30,0,0,0,0,0,0,91.78
2023,3,1,4,40,0,0,0,0,0,0,94.12
2023,3,1,4,50,0,0,0,0,0,0,96.46000000000001
2023,3,1,5,0,0,0,0,0,0,0,98.81
2023,3,1,5,10,0,0,0,0,0,0,101.15
2023,3,1,5,20,0,0,0,0,0,0,103.51
2023,3,1,5,30,0,0,0,0,0,0,105.86
2023,3,1,5,40,0,0,0,0,0,0,108.22
2023,3,1,5,50,0,0,0,0,0,0,110.57000000000001
2023,3,1,6,0,0,0,0,0,0,0,112.93
2023,3,1,6,10,0,0,0,0,0,0,115.29
2023,3,1,6,20,0,0,0,0,0,0,117.64
2023,3,1,6,30,0,0,0,0,0,0,120
2023,3,1,6,40,0,0,0,0,0,0,122.35000000000001
